P_Arr_LU1,P_Arr_LU2,P_Arr_LU3,Lon,Lat,P_Arrival_code
0.566579283,0.433420717,0,126.896716,37.5237802,1156055000
0.422014963,0.242074738,0.335910299,127.0927278,37.58459396,1126057500
0.428684965,0.571315035,0,127.1258293,37.52866299,1174064000
0.593149752,0.406850248,0,127.0671772,37.56635192,1123065000
0.803211335,0.196788665,0,126.9554005,37.5592603,1141055500
0.74049289,0.105729111,0.153777999,127.0169,37.60369175,1129062000
0.218901061,0.503861995,0.277236944,127.0281696,37.4896814,1165052000
0.50025808,0.49974192,0,126.8895941,37.49088522,1153055000
0.214590861,0.27494889,0.510460249,127.1393997,37.52389124,1174069000
0.497815719,0.390381262,0.111803019,127.0793782,37.49485339,1168074000
0.491652169,0.078025191,0.43032264,127.0702106,37.66333955,1135067000
0.540448102,0.023134535,0.436417363,127.0950811,37.51148545,1171068000
0.643415948,0.205056695,0.151527357,127.0618735,37.5920513,1123072000
0.585970365,0.216870387,0.197159248,126.904879,37.55483189,1144069000
0.760115794,0.239884206,0,127.0517021,37.61244233,1129077000
0.79381764,0.20618236,0,127.0397786,37.56745209,1120054000
0.58005902,0.183637082,0.236303898,126.85441,37.53250568,1150055000
0.643415948,0.205056695,0.151527357,127.0632807,37.58668764,1123073000
0.381896187,0.180450034,0.43765378,127.1103985,37.49472181,1171063100
0.574001279,0.385191719,0.040807002,127.0528508,37.57081372,1123060000
0.200791421,0.160173799,0.63903478,127.0785337,37.5620519,1121574000
0.527486585,0.472513415,0,126.9426931,37.54250106,1144059000
0.180870754,0.09796212,0.721167125,127.1043812,37.5473012,1121581000
0.635280481,0.164684106,0.200035413,126.9774331,37.47988603,1159062000
0.580983609,0.216580089,0.202436302,126.9870919,37.47924594,1165061000
0.590518002,0.146841133,0.262640866,127.1143636,37.52999287,1171052000
0.282011538,0.581338826,0.136649636,127.0842273,37.48400529,1168072000
0.842650775,0.157349225,0,126.9997155,37.52829944,1117070000
0.159123816,0.147014249,0.693861936,126.9962203,37.50448825,1165057000
0.280545775,0.118711545,0.60074268,126.9114805,37.54916869,1144068000
0.494795137,0.358867516,0.146337348,127.0757397,37.59893364,1126061000
0.580983609,0.216580089,0.202436302,126.9954543,37.47720923,1165062000
0.58005902,0.183637082,0.236303898,126.8505504,37.55143464,1150059100
0.83114853,0.16885147,0,126.9215753,37.57813037,1141070000
0.385570331,0.488830537,0.125599132,127.0803146,37.53542555,1121582000
0.159123816,0.147014249,0.693861936,126.9879197,37.50262721,1165055000
0.699912531,0.300087469,0,126.9356186,37.54678023,1144063000
0.374309459,0.625690541,0,126.9660083,37.53779441,1117056000
0.496673449,0.382880459,0.120446091,127.0455793,37.54857317,1120066000
0.87094519,0.12905481,0,126.9136191,37.58110075,1141072000
0.434096117,0.270249004,0.295654879,126.9041151,37.47604396,1154563000
0.434096117,0.270249004,0.295654879,126.902139,37.4637276,1154562000
0.364879269,0.181407578,0.453713153,127.010606,37.65316834,1130564500
0.436984051,0.330366317,0.232649632,126.8597256,37.55586343,1150052000
0.758161694,0.095607522,0.146230784,127.0732764,37.63775892,1135061100
0.461015484,0.210659048,0.328325468,126.9420255,37.48661041,1162060500
0.284115818,0.311104412,0.40477977,127.029683,37.55744965,1120057000
0.526045189,0.384162677,0.089792134,126.8629393,37.50111025,1153072000
0.428684965,0.571315035,0,127.1277802,37.53422488,1174065000
0.519353258,0.229639506,0.251007236,127.1027724,37.60095089,1126065500
0.585970365,0.216870387,0.197159248,126.9016014,37.55916486,1144070000
0.590518002,0.146841133,0.262640866,127.1189805,37.5367834,1171051000
0.678535658,0.180306527,0.141157815,127.0898135,37.62915131,1135060000
0.571286331,0.428713669,0,127.0239119,37.55403382,1120059000
0.574001279,0.385191719,0.040807002,127.0605832,37.56996057,1123061000
0.200791421,0.160173799,0.63903478,127.0846082,37.55905371,1121575000
0.540448102,0.023134535,0.436417363,127.0791871,37.5148366,1171067000
0.853634585,0.129197441,0.017167974,126.9528344,37.49971887,1159053000
0.110432348,0.114600448,0.774967205,127.0152793,37.51479747,1165054000
0.496072141,0.42678445,0.077143409,126.8978077,37.49939665,1156072000
0.578703351,0.29813438,0.123162269,127.1480056,37.49288762,1171053200
0.281497049,0.160775493,0.557727457,126.8060863,37.57258361,1150064000
0.428684965,0.571315035,0,127.1337914,37.52862625,1174066000
0.58005902,0.183637082,0.236303898,126.8407926,37.53382111,1150054000
0.381896187,0.180450034,0.43765378,127.1221797,37.49738845,1171062000
0.636253085,0.320924926,0.042821989,126.8816982,37.50924554,1153051000
0.5885707,0.201707899,0.209721401,126.8608773,37.56057311,1150060500
0.535924003,0.464075997,0,127.0673409,37.55219167,1120072000
0.578518946,0.222622061,0.198858993,126.8329226,37.5737369,1150060300
0.52773251,0.280802184,0.191465306,126.827294,37.53324105,1147058000
0.436984051,0.330366317,0.232649632,126.8607586,37.54604051,1150053000
0.496072141,0.42678445,0.077143409,126.9050944,37.4937956,1156070000
0.590950873,0.409049127,0,127.0548594,37.50157561,1168063000
0.519358728,0.480641272,0,126.8881579,37.48280081,1153059500
0.797726171,0.132044617,0.070229213,127.119372,37.48183294,1171064200
0.50025808,0.49974192,0,126.8752934,37.49306984,1153052000
0.52773251,0.280802184,0.191465306,126.8402035,37.52180389,1147059000
0.385570331,0.488830537,0.125599132,127.0724111,37.53430414,1121584000
0.384956441,0.524198942,0.090844618,127.1293744,37.51740401,1171056600
0.869847442,0.130152558,0,126.9613673,37.54239749,1117058000
0.356961557,0.089535904,0.553502538,126.9277635,37.48692863,1162069500
0.52773251,0.280802184,0.191465306,126.8426335,37.51650505,1147061000
0.52773251,0.280802184,0.191465306,126.8460917,37.52342574,1147057000
0.313702464,0.581536322,0.104761214,126.9119799,37.56184941,1144072000
0.423445029,0.197527586,0.379027385,126.9166458,37.45047457,1154568000
0.496072141,0.42678445,0.077143409,126.9006225,37.48987529,1156071000
0.839080834,0.160919166,0,126.9216728,37.56288179,1144071000
0.423445029,0.197527586,0.379027385,126.9079803,37.45937362,1154570000
0.494795137,0.358867516,0.146337348,127.082525,37.60182944,1126060000
0.556105075,0.443169824,0.000725101,126.9381458,37.50986118,1159052000
0.356961557,0.089535904,0.553502538,126.9306255,37.4668588,1162074500
0.236440852,0.738503402,0.025055745,126.8938237,37.53771616,1156062000
0.692676344,0.307323656,0,126.9128545,37.50724944,1156066000
0.691397878,0.308602122,0,126.9543989,37.53437141,1117057000
0.85589569,0.126646543,0.017457766,126.9415433,37.50344593,1159054000
0.695610944,0.304389056,0,126.9474827,37.55065144,1144061000
0.58005902,0.183637082,0.236303898,126.8471139,37.54245003,1150059000
0.675927601,0.111346052,0.212726346,127.0504791,37.65376474,1132051400
0.692676344,0.307323656,0,126.919035,37.5049914,1156069000
0.438240954,0.218131137,0.343627908,126.8548848,37.49232033,1153075000
0.583235809,0.079964709,0.336799482,127.0738759,37.65008024,1135062100
0.85589569,0.126646543,0.017457766,126.9325745,37.49767679,1159055000
0.356961557,0.089535904,0.553502538,126.9186293,37.4856697,1162068500
0.423445029,0.197527586,0.379027385,126.9018495,37.45442954,1154567000
0.5885707,0.201707899,0.209721401,126.8525365,37.56541679,1150060400
0.626395922,0.335768385,0.037835693,126.8666879,37.53557296,1147054000
0.087950649,0.058289077,0.853760274,127.042732,37.62597669,1130560600
0.356961557,0.089535904,0.553502538,126.9266506,37.4799388,1162065500
0.731681372,0.186901301,0.081417327,127.0170555,37.61727678,1130557500
0.83114853,0.16885147,0,126.9158561,37.57108386,1141069000
0.353044936,0.190892041,0.456063022,127.0928612,37.53873746,1121587000
0.255563386,0.148844089,0.595592526,126.8102412,37.55858706,1150062000
0.110432348,0.114600448,0.774967205,127.0056816,37.50975193,1165058000
0.414039538,0.087541232,0.49841923,126.9558747,37.52606784,1117064000
0.616855154,0.018739285,0.364405561,127.1747932,37.56261087,1174051500
0.411854832,0.136694683,0.451450485,126.8692755,37.51625785,1147067000
0.517785591,0.09216503,0.390049379,127.0423654,37.66541266,1132069000
0.075310264,0.114853099,0.809836636,127.1008408,37.48822112,1168075000
0.626395922,0.335768385,0.037835693,126.8794856,37.53666376,1147055000
0.472577263,0.385322506,0.142100231,127.0668869,37.48617373,1168067000
0.30184007,0.179386419,0.518773511,126.8143899,37.57022826,1150063000
0.434096117,0.270249004,0.295654879,126.8931867,37.4677039,1154561000
0.184172472,0.056755155,0.759072374,127.1641233,37.5613547,1174056000
0.409404322,0.104517078,0.486078599,127.09345,37.61106238,1126069000
0.71172488,0.28827512,0,127.1090593,37.5203356,1171069000
0.797726171,0.132044617,0.070229213,127.1308402,37.48431549,1171064600
0.184172472,0.056755155,0.759072374,127.1516882,37.55921926,1174055000
0.760115794,0.239884206,0,127.0537509,37.61797041,1129078000
0.282011538,0.581338826,0.136649636,127.0863452,37.49303932,1168073000
0.415155885,0.584844115,0,127.1102641,37.50722188,1171058000
0.635280481,0.164684106,0.200035413,126.9656164,37.48722007,1159065100
0.502516021,0.078255261,0.419228718,127.0765041,37.6589637,1135062400
0.578703351,0.29813438,0.123162269,127.1429969,37.49539037,1171053100
0.438240954,0.218131137,0.343627908,126.8540613,37.48700217,1153076000
0.743110984,0.069729102,0.187159914,127.0501344,37.4771929,1168069000
0.629468912,0.174143383,0.196387705,127.0370526,37.65700022,1132067000
0.771861037,0.228138963,0,127.0611288,37.6088528,1129081000
0.519353258,0.229639506,0.251007236,127.0986358,37.59238262,1126066000
0.517785591,0.09216503,0.390049379,127.0266781,37.66080768,1132071000
0.760115794,0.239884206,0,127.0449077,37.61521193,1129076000
0.385570331,0.488830537,0.125599132,127.0832395,37.53135886,1121583000
0.184704513,0.051180916,0.764114571,126.8266629,37.49564285,1153079000
0.461015484,0.210659048,0.328325468,126.950536,37.484303,1162061500
0.595841261,0.177708475,0.226450264,126.8407506,37.54987033,1150061500
0.422014963,0.242074738,0.335910299,127.0846663,37.57406491,1126054000
0.629468912,0.174143383,0.196387705,127.0308131,37.65496887,1132068100
0.461015484,0.210659048,0.328325468,126.9665385,37.47275365,1162062500
0.384956441,0.524198942,0.090844618,127.1139944,37.51294048,1171056200
0.731681372,0.186901301,0.081417327,127.0247162,37.61838005,1130555500
0.409404322,0.104517078,0.486078599,127.0991166,37.60855048,1126068000
0.328771564,0.418956015,0.252272422,127.0924474,37.50273084,1171061000
0.40851053,0.195279961,0.396209509,127.0753868,37.60989083,1126063000
0.276698416,0.108252714,0.61504887,126.8359121,37.48801672,1153078000
0.58005902,0.183637082,0.236303898,126.8486528,37.53428826,1150059300
0.471435666,0.05366745,0.474896884,127.105764,37.47074873,1168070000
0.743110984,0.069729102,0.187159914,127.060996,37.47946076,1168066000
0.422014963,0.242074738,0.335910299,127.0803332,37.58378477,1126055000
0.200791421,0.160173799,0.63903478,127.0904894,37.55985539,1121577000
0.635280481,0.164684106,0.200035413,126.9717639,37.48104488,1159065000
0.533492448,0.110521032,0.35598652,127.1548753,37.49460022,1171054000
0.422014963,0.242074738,0.335910299,127.0877957,37.57873015,1126057000
0.048610997,0.015085554,0.936303449,127.0668682,37.45783406,1165066000
0.415155885,0.584844115,0,127.1159507,37.50275563,1171059000
0.40851053,0.195279961,0.396209509,127.0812447,37.61361016,1126062000
0.244246451,0.171261286,0.584492263,127.1399775,37.56119145,1174059000
0.244246451,0.171261286,0.584492263,127.1339542,37.5515735,1174057000
0.356961557,0.089535904,0.553502538,126.9384764,37.4740621,1162066500
0.667745045,0.021043624,0.31121133,127.1666486,37.54992977,1174052000
0.4118548,0.1366947,0.4514505,126.8586,37.5196,1147062000
0.4916522,0.07802519,0.4303226,127.0617,37.66668,1135071000
0.3102167,0.140117,0.5496663,126.9234,37.4954,1159068000
0.4364783,0.1809697,0.382552,126.8414,37.49677,1153077000
0.4118548,0.1366947,0.4514505,126.8742,37.51968,1147063000
0.3569616,0.0895359,0.5535025,126.9178,37.46242,1162071500
0.3569616,0.0895359,0.5535025,126.9162,37.47753,1162076500
0.4425772,0.07718236,0.4802404,127.0474,37.67841,1132052200
0.5404481,0.02313453,0.4364174,127.0746,37.50737,1171072000
0.423445,0.1975276,0.3790274,126.9043,37.44083,1154569000
0.2442465,0.1712613,0.5844923,127.1266,37.55249,1174058000
0.6759276,0.1113461,0.2127263,127.0406,37.63673,1132051300
0.5277325,0.2808022,0.1914653,126.8347,37.53144,1147056000
0.4916522,0.07802519,0.4303226,127.0541,37.66619,1135070000
0.6759276,0.1113461,0.2127263,127.037,37.6425,1132051200
0.7316814,0.1869013,0.08141733,127.0168,37.62436,1130553400
0.08795065,0.05828908,0.8537603,127.0343,37.63048,1130560000
0.3861464,0.2102082,0.4036453,127.0196,37.64574,1130562000
0.7677226,0.2216637,0.01061368,127.0664,37.60274,1123075000
0.5934636,0.4065364,0,126.9016,37.50933,1156058500
0.6926763,0.3073237,0,126.9193,37.51159,1156063000
0.3102167,0.140117,0.5496663,126.9104,37.48948,1159067000
0.5177856,0.09216503,0.3900494,127.0344,37.66728,1132070000
0.580059,0.1836371,0.2363039,126.835,37.54361,1150056000
0.3569616,0.0895359,0.5535025,126.9218,37.47136,1162077500
0.2508933,0.06224123,0.6868655,126.91,37.61118,1138056000
0.2909631,0.1666486,0.5423883,126.8143,37.5776,1150064100
0.438241,0.2181311,0.3436279,126.8496,37.50046,1153074000
0.4967392,0.06475244,0.4385084,127.0646,37.62383,1135058000
0.4118548,0.1366947,0.4514505,126.8647,37.51054,1147068000
0.3569616,0.0895359,0.5535025,126.9079,37.48279,1162072500
0.7581617,0.09560752,0.1462308,127.0647,37.63506,1135061200
0.4610155,0.210659,0.3283255,126.951,37.48891,1162056500
0.4843657,0.1348693,0.380765,126.9075,37.59316,1138063200
0.8558957,0.1266465,0.01745777,126.94,37.49824,1159056000
0.580059,0.1836371,0.2363039,126.8595,37.53429,1150057000
0.5260452,0.3841627,0.08979213,126.8529,37.50495,1153073000
0.4340961,0.270249,0.2956549,126.9028,37.46909,1154564000
0.4610155,0.210659,0.3283255,126.9321,37.49013,1162052500
0.4610155,0.210659,0.3283255,126.9602,37.48092,1162057500
0.423445,0.1975276,0.3790274,126.9088,37.45047,1154571000
0.5277325,0.2808022,0.1914653,126.8334,37.52104,1147061100
0.5277325,0.2808022,0.1914653,126.8304,37.53942,1147060000
0.4610155,0.210659,0.3283255,126.9592,37.48956,1162054500
0.5334924,0.110521,0.3559865,127.1497,37.49972,1171055000
0.6926763,0.3073237,0,126.9139,37.49982,1156068000
0.5244696,0.1462815,0.329249,127.1365,37.47788,1171064700
